chr	start	end	nSNPs	pos	lc_nhaps	lc_uhaps	lc_h12	lc_h2h1	lc_m	lc_A	lc_L
D3	49810605	50011929	101	49911267.5	4	4	0.375	0.75	4	13362.1	2.49383
D3	49931546	50145149	101	50038348	12	12	0.0972222	0.916667	6	1.76799e+08	0.070123
D3	50011929	50273661	101	50142795.5	6	6	0.222222	0.833333	6	2878.36	1.57558
D3	50145149	50407218	101	50276184	6	6	0.222222	0.833333	6	3309.46	1.57558
D3	50273661	50528374	101	50401018	30	29	0.04	0.875	0	0	0
D3	50407218	50716031	101	50561625	4	4	0.375	0.75	4	4375.03	2.49187
D3	50528374	50950319	101	50739347	6	6	0.222222	0.833333	6	4375.03	1.57558
D3	50716031	51091146	101	50903589	20	19	0.065	0.818182	0	0	0
D3	50950319	51188417	101	51069368.5	26	25	0.0473373	0.857143	0	0	0
D3	51091146	51286543	101	51188845	24	24	0.0451389	0.958333	0	0	0
D3	51286543	51511438	101	51398991	4	4	0.375	0.75	4	1647.02	2.49187
D3	51374453	51550006	101	51462230	10	10	0.12	0.9	4	2.68612e+06	5.23799
D3	51511438	51570743	101	51541091	30	21	0.102222	0.596774	4	53950.3	5.34355
D3	51550006	51581755	101	51565881	32	13	0.369141	0.0677419	1	469.02	25.6768
D3	51570743	51595253	101	51582998.5	18	13	0.12963	0.7	4	53950.3	4.13775
D3	51581755	51621329	101	51601542.5	20	19	0.065	0.818182	4	164774	2.30624
D3	51595253	51680820	101	51638037	24	23	0.0520833	0.846154	5	1.76799e+08	1.02643
D3	51621329	51819689	101	51720509.5	18	18	0.0617284	0.944444	0	0	0
D3	51680820	51929797	101	51805309	14	14	0.0816327	0.928571	0	0	0
D3	51819689	52061952	101	51940821	10	9	0.16	0.666667	9	13362.1	1.11244
D3	51929797	52132941	101	52031369.5	4	4	0.375	0.75	4	2503.42	2.49187
D3	52061952	52189039	101	52125496	16	14	0.109375	0.8	9	1.76799e+08	0.0328844
D3	52132941	52267029	101	52199985.5	10	10	0.12	0.9	8	1.76799e+08	0.00743761
D3	52189039	52313551	101	52251295.5	2	2	1	0.5	2	1432.47	3.06236
D3	52267029	52403554	101	52335292	8	8	0.15625	0.875	7	26849.4	0.9179
D3	52313551	52506985	101	52410268.5	2	2	1	0.5	2	2177.32	3.06236
D3	52403554	52583885	101	52493720	6	6	0.222222	0.833333	6	10107.7	1.5757
D3	52506985	52711119	101	52609052.5	24	22	0.0625	0.857143	8	1.76799e+08	0.151658
D3	52583885	52821363	101	52702624.5	6	6	0.222222	0.833333	6	2503.42	1.57558
D3	52711119	52912738	101	52811929	8	8	0.15625	0.875	6	1.76799e+08	4.53463
D3	52821363	52978580	101	52899972	6	6	0.222222	0.833333	6	1.76799e+08	4.53516
D3	52912738	53101079	101	53006909	2	2	1	0.5	2	2503.42	3.06236
D3	52978580	53211795	101	53095188	10	9	0.16	0.666667	9	4375.03	1.11207
D3	53101079	53299622	101	53200351	26	25	0.0473373	0.857143	0	0	0
D3	53211795	53405368	101	53308582	30	27	0.0555556	0.763158	0	0	0
D3	53299622	53552179	101	53425901	4	4	0.375	0.75	4	2878.36	2.49187
D3	53405368	53693269	101	53549319	4	4	0.375	0.75	4	2878.36	2.49187
D3	53552179	53765940	101	53659060	28	26	0.0510204	0.875	8	1.76799e+08	0.0960253
D3	53693269	53817906	101	53755588	6	6	0.222222	0.833333	6	5030.28	1.57558
D3	53765940	53881270	101	53823605.5	8	8	0.15625	0.875	7	1647.02	0.875834
D3	53817906	53950562	101	53884234.5	10	10	0.12	0.9	7	1.76799e+08	0.998921
D3	53881270	54063767	101	53972519	2	2	1	0.5	2	2503.42	3.06236
D3	54063767	54287964	101	54175866	4	3	0.625	0.333333	3	2177.32	4.53052
D3	54162699	54352124	101	54257412	14	10	0.183673	0.625	3	1.76799e+08	0.739587
D3	54287964	54418071	101	54353018	10	9	0.16	0.666667	9	1647.02	1.11207
D3	54352124	54474464	101	54413294.5	12	11	0.125	0.714286	0	0	0
D3	54418071	54557086	101	54487579	10	10	0.12	0.9	9	1.76799e+08	0.0288201
D3	54474464	54674564	101	54574514.5	2	2	1	0.5	2	2177.32	3.06236
D3	54557086	54780412	101	54668749.5	4	4	0.375	0.75	4	53950.3	2.75786
D3	54674564	54864398	101	54769481.5	4	4	0.375	0.75	4	40810.3	2.83508
D3	54780412	54903053	101	54841733	6	5	0.333333	0.5	5	6649.92	3.12679
D3	54864398	54995198	101	54929798.5	18	17	0.0740741	0.8	5	1.76799e+08	0.727253
D3	54903053	55123587	101	55013320.5	10	10	0.12	0.9	5	1.76799e+08	0.169092
D3	54995198	55243475	101	55119337	6	5	0.333333	0.5	5	7645.89	3.12678
D3	55123587	55294663	101	55209125.5	8	7	0.21875	0.6	6	46922.6	2.13927
D3	55243475	55332369	101	55287922.5	10	9	0.16	0.666667	7	1.76799e+08	1.43887
D3	55294663	55412019	101	55353341.5	4	3	0.625	0.333333	3	1893.69	4.53052
D3	55332369	55504679	101	55418524.5	16	15	0.0859375	0.777778	0	0	0
D3	55412019	55579009	101	55495514.5	28	28	0.0382653	0.964286	0	0	0
D3	55504679	55646646	101	55575663	2	2	1	0.5	2	2177.32	3.06236
D3	55579009	55813624	101	55696317	2	2	1	0.5	2	2503.42	3.06236
D3	55646646	55941709	101	55794178	18	17	0.0740741	0.8	0	0	0
D3	55813624	56059723	101	55936674	36	35	0.0324074	0.894737	0	0	0
D3	55941709	56122607	101	56032158.5	14	14	0.0816327	0.928571	0	0	0
D3	56059723	56227524	101	56143624	6	6	0.222222	0.833333	6	2503.42	1.57558
D3	56122607	56362042	101	56242325	14	13	0.102041	0.75	0	0	0
D3	56227524	56495172	101	56361348.5	28	27	0.0433673	0.866667	0	0	0
D3	56362042	56594395	101	56478219	14	14	0.0816327	0.928571	0	0	0
D3	56495172	56688878	101	56592025.5	18	18	0.0617284	0.944444	0	0	0
D3	56594395	56861009	101	56727702.5	10	10	0.12	0.9	0	0	0
D3	56688878	56910100	101	56799489.5	10	10	0.12	0.9	0	0	0
D3	56861009	56970521	101	56915765.5	22	20	0.0702479	0.678571	0	0	0
D3	56910100	57096923	101	57003512	10	10	0.12	0.9	0	0	0
D3	56970521	57229811	101	57100166.5	4	4	0.375	0.75	4	2503.42	2.49187
D3	57096923	57338564	101	57217744	2	2	1	0.5	2	2503.42	3.06236
D3	57229811	57385001	101	57307406.5	12	12	0.0972222	0.916667	0	0	0
D3	57338564	57542401	101	57440483	28	27	0.0433673	0.866667	0	0	0
D3	57385001	57597807	101	57491404.5	32	31	0.0371094	0.882353	0	0	0
D3	57542401	57716096	101	57629249	28	26	0.0510204	0.875	0	0	0
D3	57597807	57805467	101	57701637.5	18	18	0.0617284	0.944444	0	0	0
D3	57716096	57902425	101	57809261	24	23	0.0520833	0.846154	0	0	0
D3	57805467	58053692	101	57929580	22	21	0.0578512	0.833333	0	0	0
D3	57902425	58147218	101	58024822	22	21	0.0578512	0.833333	0	0	0
D3	58053692	58236643	101	58145168	22	22	0.0495868	0.954545	0	0	0
D3	58147218	58286908	101	58217063.5	14	14	0.0816327	0.928571	0	0	0
D3	58236643	58363180	101	58299912	22	22	0.0495868	0.954545	0	0	0
D3	58286908	58426754	101	58356831.5	14	14	0.0816327	0.928571	0	0	0
D3	58363180	58500258	101	58431719.5	12	12	0.0972222	0.916667	0	0	0
D3	58426754	58574522	101	58500638.5	6	5	0.333333	0.5	5	1893.69	3.12678
D3	58500258	58646589	101	58573424	12	11	0.125	0.714286	0	0	0
D3	58574522	58704581	101	58639552	32	28	0.046875	0.9	0	0	0
D3	58646589	58819946	101	58733268	28	28	0.0382653	0.964286	0	0	0
D3	58704581	58987864	101	58846223	14	14	0.0816327	0.928571	0	0	0
D3	58819946	59108287	101	58964117	8	8	0.15625	0.875	7	3309.46	0.875834
D3	58987864	59238068	101	59112966.5	10	9	0.16	0.666667	9	3309.46	1.11207
D3	59108287	59358922	101	59233605	24	23	0.0520833	0.846154	9	1.76799e+08	0.00904591
D3	59238068	59433008	101	59335538.5	6	6	0.222222	0.833333	6	2878.36	1.57558
D3	59358922	59541159	101	59450041	6	6	0.222222	0.833333	6	2177.32	1.57558
D3	59433008	59629470	101	59531239.5	10	10	0.12	0.9	0	0	0
D3	59541159	59690935	101	59616047.5	12	11	0.125	0.714286	0	0	0
D3	59629470	59725032	101	59677251.5	32	31	0.0371094	0.882353	0	0	0
D3	59690935	59770966	101	59730951	32	30	0.0429688	0.888889	0	0	0
D3	59725032	59824448	101	59774740.5	18	17	0.0740741	0.8	0	0	0
D3	59770966	59891845	101	59831406	10	10	0.12	0.9	0	0	0
D3	59824448	59952075	101	59888262	16	16	0.0703125	0.9375	0	0	0
D3	59891845	59962749	101	59927297.5	30	30	0.0355556	0.966667	0	0	0
D3	59952075	60010994	101	59981535	38	30	0.0595568	0.741935	5	942.433	1.25172
D3	59962749	60073796	101	60018273	24	24	0.0451389	0.958333	0	0	0
D3	60010994	60156528	101	60083761.5	18	18	0.0617284	0.944444	0	0	0
D3	60073796	60306508	101	60190152.5	20	20	0.055	0.95	0	0	0
D3	60156528	60466086	101	60311307.5	22	21	0.0578512	0.833333	0	0	0
D3	60306508	60565614	101	60436061.5	8	7	0.21875	0.6	6	10107.7	2.06521
D3	60466086	60601750	101	60533918.5	8	7	0.21875	0.6	6	2177.32	2.06516
D3	60565614	60663477	101	60614546	32	31	0.0371094	0.882353	0	0	0
D3	60601750	60704025	101	60652888	32	31	0.0371094	0.882353	0	0	0
D3	60663477	60735695	101	60699586.5	22	21	0.0578512	0.833333	0	0	0
D3	60704025	60784751	101	60744388.5	24	23	0.0520833	0.846154	0	0	0
D3	60735695	60813441	101	60774568.5	36	35	0.0324074	0.894737	0	0	0
D3	60784751	60885708	101	60835230	20	20	0.055	0.95	0	0	0
D3	60813441	60975686	101	60894564	20	19	0.065	0.818182	0	0	0
D3	60885708	61063244	101	60974476.5	36	34	0.037037	0.9	0	0	0
D3	60975686	61112512	101	61044099.5	36	33	0.0385802	0.904762	0	0	0
D3	61063244	61163887	101	61113566	34	33	0.0346021	0.888889	0	0	0
D3	61112512	61215432	101	61163972.5	34	33	0.0346021	0.888889	0	0	0
D3	61163887	61291270	101	61227579	32	29	0.0449219	0.894737	0	0	0
D3	61215432	61412682	101	61314057.5	24	22	0.0625	0.857143	0	0	0
D3	61291270	61512742	101	61402006.5	28	25	0.0535714	0.882353	0	0	0
D3	61412682	61616128	101	61514405.5	38	33	0.0484765	0.826923	3	71321	1.27622
D3	61512742	61698075	101	61605409	38	34	0.0470914	0.692308	2	2878.36	2.36512
D3	61616128	61787210	101	61701669.5	14	12	0.132653	0.777778	5	1.76799e+08	0.714438
D3	61698075	61850043	101	61774059.5	12	11	0.125	0.714286	0	0	0
D3	61787210	61954449	101	61870830	30	23	0.0733333	0.8125	5	2878.36	0.404322
D3	61850043	62082674	101	61966359	36	33	0.0385802	0.904762	0	0	0
D3	61954449	62154926	101	62054688	16	15	0.0859375	0.777778	0	0	0
D3	62082674	62240942	101	62161808.5	18	17	0.0740741	0.8	0	0	0
D3	62154926	62321979	101	62238453	32	30	0.0429688	0.888889	0	0	0
D3	62240942	62429390	101	62335166.5	30	26	0.0577778	0.775	3	2878.36	0.203638
D3	62321979	62526092	101	62424036	16	15	0.0859375	0.777778	0	0	0
D3	62429390	62630298	101	62529844.5	6	5	0.333333	0.5	5	5783.68	3.12678
D3	62526092	62712339	101	62619216	6	6	0.222222	0.833333	6	7645.89	1.57559
D3	62630298	62818010	101	62724154.5	14	14	0.0816327	0.928571	0	0	0
D3	62712339	62958317	101	62835328.5	18	17	0.0740741	0.8	0	0	0
D3	62818010	63019190	101	62918600.5	22	22	0.0495868	0.954545	0	0	0
D3	62958317	63149611	101	63053964.5	22	22	0.0495868	0.954545	0	0	0
D3	63019190	63207633	101	63113412	10	10	0.12	0.9	0	0	0
D3	63149611	63255819	101	63202715.5	12	11	0.125	0.714286	0	0	0
D3	63207633	63326333	101	63266983.5	10	10	0.12	0.9	0	0	0
D3	63255819	63394789	101	63325304.5	6	6	0.222222	0.833333	6	1647.02	1.57558
D3	63326333	63509664	101	63417999	10	10	0.12	0.9	0	0	0
D3	63394789	63603143	101	63498966.5	14	14	0.0816327	0.928571	0	0	0
D3	63509664	63665669	101	63587667	10	9	0.16	0.666667	9	2177.32	1.11207
D3	63603143	63725485	101	63664314.5	24	23	0.0520833	0.846154	0	0	0
D3	63665669	63842153	101	63753911.5	24	21	0.0659722	0.866667	0	0	0
D3	63725485	63998689	101	63862087.5	8	8	0.15625	0.875	7	2878.36	0.875834
D3	63842153	64144410	101	63993282	8	8	0.15625	0.875	7	3309.46	0.875834
D3	63998689	64242386	101	64120538	14	14	0.0816327	0.928571	0	0	0
D3	64144410	64318189	101	64231300	16	16	0.0703125	0.9375	0	0	0
D3	64242386	64396532	101	64319459.5	30	28	0.0466667	0.882353	0	0	0
D3	64318189	64499487	101	64408838.5	30	26	0.0666667	0.636364	2	2177.32	1.8672
D3	64396532	64571176	101	64483854.5	20	18	0.08	0.833333	0	0	0
D3	64499487	64610224	101	64554856	20	20	0.055	0.95	0	0	0
D3	64571176	64739217	101	64655197	8	8	0.15625	0.875	7	7645.89	0.875848
D3	64610224	64850551	101	64730388	2	2	1	0.5	2	2177.32	3.06236
D3	64739217	64940107	101	64839662.5	12	12	0.0972222	0.916667	6	1.76799e+08	0.304645
D3	64850551	65010364	101	64930458	2	2	1	0.5	2	2177.32	3.06236
D3	64940107	65086228	101	65013168	6	6	0.222222	0.833333	6	1647.02	1.57558
D3	65010364	65147319	101	65078842	30	30	0.0355556	0.966667	0	0	0
D3	65086228	65183338	101	65134783.5	28	25	0.0612245	0.75	0	0	0
D3	65147319	65240274	101	65193797	34	30	0.0553633	0.537037	1	1245.87	6.58943
D3	65183338	65296530	101	65239934.5	16	15	0.0859375	0.777778	8	7.13523e+06	0.0247747
D3	65240274	65343980	101	65292127.5	6	5	0.333333	0.5	5	1245.87	3.12678
D3	65296530	65377790	101	65337160.5	8	8	0.15625	0.875	7	942.433	0.875834
D3	65343980	65401439	101	65372710	10	10	0.12	0.9	0	0	0
D3	65377790	65506445	101	65442118	12	11	0.125	0.714286	8	1.76799e+08	0.0133281
D3	65401439	65629017	101	65515228.5	4	4	0.375	0.75	4	1893.69	2.49187
D3	65506445	65765985	101	65636215.5	8	8	0.15625	0.875	7	3309.46	0.875834
D3	65629017	65886197	101	65757607.5	14	14	0.0816327	0.928571	0	0	0
D3	65765985	65980180	101	65873083	4	4	0.375	0.75	4	6649.92	2.49187
D3	65886197	66062301	101	65974249.5	4	4	0.375	0.75	4	2878.36	2.49187
D3	65980180	66166521	101	66073351	8	8	0.15625	0.875	7	2878.36	0.875834
D3	66062301	66286255	101	66174278.5	12	11	0.125	0.714286	8	1.76799e+08	0.099653
D3	66166521	66394275	101	66280398.5	6	6	0.222222	0.833333	6	2878.36	1.57558
D3	66286255	66498589	101	66392422.5	10	10	0.12	0.9	6	1.76799e+08	0.181836
D3	66394275	66615979	101	66505127.5	6	6	0.222222	0.833333	6	2878.36	1.57558
D3	66498589	66743451	101	66621020.5	2	2	1	0.5	2	3309.46	3.06236
D3	66743451	67111531	101	66927491.5	8	8	0.15625	0.875	7	4375.03	0.875834
D3	66917551	67265922	101	67091737	18	16	0.0925926	0.818182	0	0	0
D3	67111531	67350356	101	67230944	18	18	0.0617284	0.944444	0	0	0
D3	67265922	67397525	101	67331724	38	38	0.0277008	0.973684	0	0	0
D3	67350356	67461554	101	67405955.5	36	36	0.029321	0.972222	0	0	0
D3	67397525	67520557	101	67459041.5	32	32	0.0332031	0.96875	0	0	0
D3	67461554	67626429	101	67543992	34	33	0.0346021	0.888889	0	0	0
D3	67520557	67731517	101	67626037.5	30	30	0.0355556	0.966667	0	0	0
D3	67626429	67798180	101	67712305	30	29	0.04	0.875	0	0	0
D3	67731517	67883548	101	67807533	18	18	0.0617284	0.944444	0	0	0
D3	67798180	67950188	101	67874184.5	16	13	0.140625	0.428571	1	1647.02	1.17174
D3	67883548	68050354	101	67966951.5	32	31	0.0371094	0.882353	0	0	0
D3	67950188	68078717	101	68014453	36	34	0.037037	0.9	0	0	0
D3	68050354	68107131	101	68078743	36	28	0.0740741	0.621212	4	1893.69	2.80524
D3	68078717	68231429	101	68155073.5	36	36	0.029321	0.972222	0	0	0
D3	68107131	68254665	101	68180898.5	38	38	0.0277008	0.973684	0	0	0
D3	68231429	68333432	101	68282431	38	37	0.0304709	0.9	0	0	0
D3	68254665	68406620	101	68330643	16	16	0.0703125	0.9375	0	0	0
D3	68333432	68426899	101	68380166	14	14	0.0816327	0.928571	0	0	0
D3	68406620	68445751	101	68426186	36	31	0.0601852	0.703704	2	13362.1	3.49775
D3	68426899	68472811	101	68449855.5	2	2	1	0.5	2	712.897	3.06236
D3	68472811	68602986	101	68537899	14	14	0.0816327	0.928571	5	1.76799e+08	0.00345756
D3	68534910	68654644	101	68594777.5	24	24	0.0451389	0.958333	0	0	0
D3	68602986	68695242	101	68649114.5	30	23	0.113333	0.596774	2	1432.47	5.27184
D3	68654644	68769537	101	68712091	26	25	0.0473373	0.857143	0	0	0
D3	68695242	68824125	101	68759684	26	26	0.0414201	0.961538	0	0	0
D3	68769537	68889873	101	68829705.5	10	10	0.12	0.9	0	0	0
D3	68824125	69009011	101	68916568.5	8	8	0.15625	0.875	7	1647.02	0.875834
D3	68889873	69074064	101	68981969	26	26	0.0414201	0.961538	0	0	0
D3	69009011	69125636	101	69067324	30	30	0.0355556	0.966667	0	0	0
D3	69074064	69249263	101	69161664	2	2	1	0.5	2	7645.89	3.06257
D3	69125636	69332078	101	69228857.5	2	2	1	0.5	2	17664.4	3.09812
D3	69249263	69472512	101	69360888	24	24	0.0451389	0.958333	0	0	0
D3	69332078	69563954	101	69448016.5	28	28	0.0382653	0.964286	0	0	0
D3	69472512	69621176	101	69546844.5	34	33	0.0346021	0.888889	0	0	0
D3	69563954	69680556	101	69622255.5	24	23	0.0520833	0.846154	0	0	0
D3	69621176	69720461	101	69670819	22	22	0.0495868	0.954545	0	0	0
D3	69680556	69798527	101	69739542	8	8	0.15625	0.875	7	8791.03	0.88192
D3	69720461	69843598	101	69782030	8	7	0.21875	0.6	6	1647.02	2.06516
D3	69798527	69865679	101	69832103.5	14	13	0.102041	0.75	0	0	0
D3	69843598	69898661	101	69871130	8	8	0.15625	0.875	7	469.02	0.875834
D3	69865679	69911666	101	69888673	18	18	0.0617284	0.944444	0	0	0
D3	69898661	69941841	101	69920251.5	8	7	0.21875	0.6	6	2878.36	2.06535
D3	69911666	69976713	101	69944190	8	7	0.21875	0.6	6	7645.89	2.10286
D3	69941841	70044742	101	69993292	32	30	0.0429688	0.888889	0	0	0
D3	69976713	70077191	101	70026952.5	12	11	0.125	0.714286	8	1.76799e+08	0.0126094
D3	70044742	70106447	101	70075595	6	5	0.333333	0.5	5	819.669	3.12678
D3	70077191	70133423	101	70105307.5	8	8	0.15625	0.875	7	712.897	0.875834
D3	70106447	70155285	101	70130866.5	24	23	0.0520833	0.846154	0	0	0
D3	70133423	70184632	101	70159028	28	27	0.0433673	0.866667	0	0	0
D3	70155285	70243515	101	70199400.5	20	19	0.065	0.818182	0	0	0
D3	70184632	70292151	101	70238392	24	23	0.0520833	0.846154	0	0	0
D3	70243515	70303926	101	70273721	18	18	0.0617284	0.944444	0	0	0
D3	70292151	70334365	101	70313258.5	16	15	0.0859375	0.777778	0	0	0
D3	70303926	70391560	101	70347743.5	18	17	0.0740741	0.8	0	0	0
D3	70334365	70437268	101	70385817	26	25	0.0473373	0.857143	0	0	0
D3	70391560	70454205	101	70422883	34	25	0.0726644	0.609375	6	1083.58	0.929249
D3	70437268	70485488	101	70461378.5	16	15	0.0859375	0.777778	0	0	0
D3	70454205	70516704	101	70485455	18	16	0.0925926	0.818182	0	0	0
D3	70485488	70538997	101	70512243	24	23	0.0520833	0.846154	0	0	0
D3	70516704	70605702	101	70561203.5	6	6	0.222222	0.833333	6	3805.12	1.57566
D3	70538997	70637263	101	70588130.5	8	8	0.15625	0.875	7	5030.28	0.878124
D3	70605702	70654423	101	70630063	18	17	0.0740741	0.8	0	0	0
D3	70637263	70669677	101	70653470.5	8	8	0.15625	0.875	7	712.897	0.875834
D3	70654423	70722367	101	70688395.5	8	8	0.15625	0.875	7	819.669	0.875834
D3	70669677	70762963	101	70716320.5	16	16	0.0703125	0.9375	0	0	0
D3	70722367	70781475	101	70751921.5	38	38	0.0277008	0.973684	0	0	0
D3	70762963	70822258	101	70792611	38	38	0.0277008	0.973684	0	0	0
D3	70781475	70851727	101	70816601.5	20	20	0.055	0.95	0	0	0
D3	70822258	70911965	101	70867112	18	18	0.0617284	0.944444	0	0	0
D3	70851727	70953160	101	70902444	32	32	0.0332031	0.96875	0	0	0
D3	70911965	71022089	101	70967027.5	32	31	0.0371094	0.882353	0	0	0
D3	70953160	71066526	101	71009843.5	20	19	0.065	0.818182	0	0	0
D3	71022089	71118299	101	71070194.5	24	24	0.0451389	0.958333	0	0	0
D3	71066526	71196775	101	71131651	28	27	0.0433673	0.866667	0	0	0
D3	71118299	71290954	101	71204627	22	22	0.0495868	0.954545	0	0	0
D3	71196775	71380302	101	71288539	26	26	0.0414201	0.961538	0	0	0
D3	71290954	71446668	101	71368811.5	22	22	0.0495868	0.954545	0	0	0
D3	71380302	71507069	101	71443686	16	16	0.0703125	0.9375	0	0	0
D3	71446668	71567861	101	71507265	20	19	0.065	0.818182	0	0	0
D3	71507069	71631548	101	71569309	32	31	0.0371094	0.882353	0	0	0
D3	71567861	71741553	101	71654707.5	8	8	0.15625	0.875	7	7645.89	0.876203
D3	71631548	71786744	101	71709146.5	8	8	0.15625	0.875	7	2878.36	0.875834
D3	71741553	71806391	101	71773972.5	34	32	0.0397924	0.894737	8	1.76799e+08	0.00199342
D3	71786744	71866293	101	71826519	12	12	0.0972222	0.916667	8	1.76799e+08	0.00188428
D3	71806391	71923128	101	71864760	8	8	0.15625	0.875	7	1083.58	0.875834
D3	71866293	71980677	101	71923485.5	6	6	0.222222	0.833333	6	13362.1	1.60159
D3	71923128	72021180	101	71972154.5	6	6	0.222222	0.833333	6	1647.02	1.57558
D3	71980677	72069659	101	72025168.5	16	16	0.0703125	0.9375	0	0	0
D3	72021180	72208244	101	72114712.5	14	14	0.0816327	0.928571	0	0	0
D3	72069659	72302882	101	72186271	18	18	0.0617284	0.944444	0	0	0
D3	72208244	72331287	101	72269766	38	35	0.0360111	0.909091	5	250452	0.74986
D3	72302882	72354080	101	72328481.5	36	24	0.117284	0.301724	1	620.033	8.33673
D3	72331287	72369199	101	72350243.5	36	26	0.087963	0.662162	5	23351.9	3.03048
D3	72354080	72402095	101	72378088	36	34	0.037037	0.9	5	2.50562e+07	1.13283
D3	72369199	72419721	101	72394460.5	18	17	0.0740741	0.8	5	1.76799e+08	1.69056
D3	72402095	72478855	101	72440475.5	16	14	0.109375	0.8	5	1.76799e+08	2.93196
D3	72419721	72543054	101	72481388	10	10	0.12	0.9	0	0	0
D3	72478855	72592538	101	72535697	4	4	0.375	0.75	4	1432.47	2.49187
D3	72543054	72640710	101	72591882.5	2	2	1	0.5	2	11621.5	3.06643
D3	72592538	72697623	101	72645081	4	4	0.375	0.75	4	1245.87	2.49187
D3	72640710	72739691	101	72690201	12	11	0.125	0.714286	0	0	0
D3	72697623	72800469	101	72749046.5	14	14	0.0816327	0.928571	0	0	0
D3	72739691	72879378	101	72809535	14	13	0.102041	0.75	0	0	0
D3	72800469	72945899	101	72873184.5	30	30	0.0355556	0.966667	0	0	0
D3	72879378	72974844	101	72927111.5	16	15	0.0859375	0.777778	0	0	0
D3	72945899	73023030	101	72984465	6	5	0.333333	0.5	5	942.433	3.12678
D3	72974844	73062954	101	73018899.5	16	15	0.0859375	0.777778	0	0	0
D3	73023030	73137586	101	73080308.5	20	20	0.055	0.95	0	0	0
D3	73062954	73211708	101	73137331.5	4	4	0.375	0.75	4	1647.02	2.49187
D3	73137586	73266198	101	73201892.5	4	4	0.375	0.75	4	1893.69	2.49187
D3	73211708	73315900	101	73263804.5	12	11	0.125	0.714286	0	0	0
D3	73266198	73385695	101	73325947	22	20	0.0702479	0.846154	0	0	0
D3	73315900	73478994	101	73397447.5	18	16	0.0925926	0.818182	0	0	0
D3	73385695	73635618	101	73510657	16	16	0.0703125	0.9375	0	0	0
D3	73478994	73789974	101	73634484.5	6	5	0.333333	0.5	5	3309.46	3.12678
D3	73635618	73860769	101	73748194	10	9	0.16	0.666667	9	2878.36	1.11207
D3	73789974	73930632	101	73860303.5	34	30	0.0432526	0.904762	0	0	0
D3	73860769	74023276	101	73942023	28	26	0.0510204	0.875	0	0	0
D3	73930632	74066548	101	73998590.5	30	29	0.04	0.875	4	1.76799e+08	2.46325
D3	74023276	74110086	101	74066681.5	30	28	0.0466667	0.882353	2	1.76799e+08	64.1371
D3	74066548	74111107	101	74088828	30	26	0.0666667	0.785714	2	1.76799e+08	75.6957
D3	74110086	74112698	101	74111392.5	32	16	0.330078	0.0493421	2	1.76799e+08	106.083
D3	74111107	74133459	101	74122283.5	34	15	0.32872	0.183333	2	1.76799e+08	106.089
D3	74112698	74147692	101	74130195.5	38	22	0.142659	0.395522	2	1.76799e+08	153.795
D3	74133459	74149282	101	74141371	32	18	0.150391	0.617021	2	1.76799e+08	153.802
D3	74147692	74150530	101	74149111.5	32	11	0.525391	0.0647668	2	1.76799e+08	153.807
D3	74149282	74156062	101	74152672.5	34	17	0.268166	0.320225	2	1.76799e+08	153.809
D3	74150530	74160255	101	74155393	36	20	0.158951	0.395522	2	1.76799e+08	150.325
D3	74156062	74162925	101	74159494	36	23	0.151235	0.5625	2	1.76799e+08	150.326
D3	74160255	74175285	101	74167770.5	34	21	0.131488	0.608696	2	1.76799e+08	160.089
D3	74162925	74180001	101	74171463.5	20	12	0.2	0.5	2	1.76799e+08	160.089
D3	74175285	74182669	101	74178977.5	20	10	0.285	0.454545	2	1.76799e+08	160.09
D3	74180001	74191519	101	74185760.5	34	21	0.188581	0.203947	2	1.76799e+08	160.09
D3	74182669	74218478	101	74200574	12	11	0.125	0.714286	2	1.76799e+08	165.969
D3	74191519	74220358	101	74205939	12	10	0.166667	0.75	2	1.76799e+08	165.968
D3	74218478	74226229	101	74222354	36	12	0.529321	0.0172956	2	1.76799e+08	147.156
D3	74220358	74227954	101	74224156.5	38	14	0.476454	0.027027	2	1.76799e+08	147.155
D3	74226229	74229333	101	74227781.5	36	15	0.385802	0.0647668	2	1.76799e+08	147.152
D3	74227954	74277430	101	74252692.5	26	22	0.0710059	0.75	2	1.76799e+08	104.776
D3	74229333	74344266	101	74286800	8	8	0.15625	0.875	1	1.76799e+08	100.353
D3	74277430	74442244	101	74359837.5	6	6	0.222222	0.833333	6	8791.03	1.57562
D3	74344266	74550123	101	74447195	4	4	0.375	0.75	4	26849.4	2.53206
D3	74442244	74644254	101	74543249.5	2	2	1	0.5	2	1893.69	3.06236
D3	74550123	74673790	101	74611957	14	13	0.102041	0.75	0	0	0
D3	74644254	74733957	101	74689106	28	26	0.0510204	0.875	0	0	0
D3	74673790	74779760	101	74726775.5	20	19	0.065	0.818182	0	0	0
D3	74733957	74851877	101	74792917.5	24	23	0.0520833	0.846154	0	0	0
D3	74779760	74918447	101	74849104	16	15	0.0859375	0.777778	0	0	0
D3	74851877	74996555	101	74924216.5	4	4	0.375	0.75	4	1893.69	2.49187
D3	74918447	75126460	101	75022454	6	5	0.333333	0.5	5	35494.3	3.2247
D3	74996555	75246014	101	75121285	6	6	0.222222	0.833333	5	1.76799e+08	9.55235
D3	75126460	75299659	101	75213060	6	6	0.222222	0.833333	5	1.76799e+08	7.54274
D3	75246014	75382793	101	75314404	2	2	1	0.5	2	15363.4	3.06619
