chr	start	end	nSNPs	pos	lp_nhaps	lp_uhaps	lp_h12	lp_h2h1	lp_m	lp_A	lp_L
D1	82214601	82329270	101	82271936	18	15	0.117284	0.653846	0	0	0
D1	82292632	82375429	101	82334031	20	10	0.285	0.219512	0	0	0
D1	82329270	82456500	101	82392885.5	16	9	0.289062	0.431818	9	1632.1	0.810566
D1	82375429	82616576	101	82496003	10	10	0.12	0.9	0	0	0
D1	82456500	82731840	101	82594170.5	10	10	0.12	0.9	0	0	0
D1	82616576	82851377	101	82733977	4	4	0.375	0.75	4	13241.1	1.46956
D1	82731840	82934134	101	82832987.5	2	2	1	0.5	2	2480.75	2.07539
D1	82851377	83008095	101	82929736.5	6	5	0.333333	0.5	5	1.00249e+08	2.86878
D1	82934134	83093845	101	83013990	6	4	0.5	0.6	4	1876.55	2.54217
D1	83008095	83148909	101	83078502.5	12	8	0.291667	0.384615	8	7576.65	0.700223
D1	83093845	83241153	101	83167499.5	16	14	0.109375	0.590909	0	0	0
D1	83148909	83268838	101	83208874	16	14	0.109375	0.590909	0	0	0
D1	83241153	83335195	101	83288174.5	12	11	0.125	0.714286	0	0	0
D1	83268838	83367866	101	83318352.5	2	2	1	0.5	2	812.247	2.07539
D1	83335195	83477852	101	83406524	6	4	0.5	0.6	4	4335.41	2.54217
D1	83367866	83648218	101	83508042.5	10	10	0.12	0.9	0	0	0
D1	83477852	83713189	101	83595521	6	5	0.333333	0.5	5	2480.75	1.64183
D1	83648218	83840538	101	83744378.5	6	6	0.222222	0.833333	6	2852.3	0.748902
D1	83713189	83976361	101	83844775.5	18	15	0.117284	0.653846	0	0	0
D1	83840538	84089392	101	83964965.5	12	10	0.166667	0.5	0	0	0
D1	83976361	84226135	101	84101248.5	4	4	0.375	0.75	4	3770.67	1.46939
D1	84089392	84364837	101	84227115	2	2	1	0.5	2	2852.3	2.07539
D1	84226135	84452196	101	84339166	6	6	0.222222	0.833333	6	3770.67	0.748902
D1	84364837	84561484	101	84463161	12	12	0.0972222	0.916667	0	0	0
D1	84452196	84759039	101	84605618	14	13	0.102041	0.75	0	0	0
D1	84561484	84918288	101	84739886.5	4	3	0.625	0.333333	3	3279.49	2.91321
D1	84759039	85069600	101	84914320	4	4	0.375	0.75	4	4335.41	1.46939
D1	84918288	85215213	101	85066751	10	10	0.12	0.9	0	0	0
D1	85069600	85398432	101	85234016.5	20	16	0.125	0.529412	0	0	0
D1	85215213	85555924	101	85385569	20	17	0.1	0.678571	0	0	0
D1	85398432	85776366	101	85587399.5	8	8	0.15625	0.875	8	15224.3	0.26585
D1	85555924	85895002	101	85725463.5	6	6	0.222222	0.833333	6	3770.67	0.748902
D1	86336079	86645397	101	86490738.5	16	13	0.140625	0.625	0	0	0
D1	86508920	86730225	101	86619573	14	12	0.132653	0.55	0	0	0
D1	86645397	86764580	101	86704989	18	13	0.154321	0.529412	0	0	0
D1	86730225	86838192	101	86784209	4	4	0.375	0.75	4	5731.31	1.46939
D1	86764580	86933270	101	86848925.5	4	4	0.375	0.75	4	17504.4	1.48297
D1	86838192	87047189	101	86942691	8	7	0.21875	0.6	6	1.00249e+08	2.5316
D1	86933270	87267428	101	87100349.5	6	5	0.333333	0.5	5	3770.67	1.64183
D1	87047189	87456487	101	87251838.5	12	11	0.125	0.714286	0	0	0
D1	87267428	87607388	101	87437408.5	4	4	0.375	0.75	4	4335.41	1.46939
D1	87456487	87756385	101	87606436.5	8	8	0.15625	0.875	8	1.00249e+08	0.698815
D1	88028961	88162715	101	88095838.5	2	2	1	0.5	2	26606.3	2.1294
D1	88127454	88226230	101	88176842.5	2	2	1	0.5	2	1876.55	2.07539
D1	88162715	88337728	101	88250222	8	8	0.15625	0.875	8	1876.55	0.265837
D1	88226230	88403536	101	88314883.5	20	17	0.1	0.5	0	0	0
D1	88337728	88573025	101	88455377	8	8	0.15625	0.875	8	3770.67	0.265837
D1	88594350	88839847	101	88717099	6	6	0.222222	0.833333	6	2852.3	0.748902
D1	88701116	88945370	101	88823243.5	14	13	0.102041	0.75	0	0	0
D1	88839847	89119989	101	88979918.5	8	8	0.15625	0.875	8	4335.41	0.265837
D1	88945370	89352564	101	89148967.5	4	4	0.375	0.75	4	3770.67	1.46939
D1	89119989	89474846	101	89297418	12	12	0.0972222	0.916667	0	0	0
D1	89352564	89512706	101	89432635.5	8	6	0.3125	0.666667	6	4335.41	1.27189
D1	89474846	89568055	101	89521451	8	7	0.21875	0.6	7	812.247	0.720484
D1	89512706	89591070	101	89551888.5	18	16	0.0925926	0.818182	0	0	0
D1	89568055	89643624	101	89605840	16	13	0.117188	0.818182	0	0	0
D1	89591070	89818812	101	89704941.5	4	4	0.375	0.75	4	2480.75	1.46939
D1	89893507	89967676	101	89930592	16	12	0.148438	0.653846	0	0	0
D1	89927013	90091432	101	90009223	12	11	0.125	0.714286	0	0	0
D1	89967676	90154767	101	90061222	2	2	1	0.5	2	1419.5	2.07539
D1	90091432	90230085	101	90160759	2	2	1	0.5	2	2157.6	2.07539
D1	90154767	90320582	101	90237675	4	4	0.375	0.75	4	1419.5	1.46939
D1	90230085	90351558	101	90290822	14	10	0.22449	0.428571	8	1.00249e+08	0.045212
D1	90320582	90377746	101	90349164.5	10	8	0.22	0.714286	8	10016.2	0.476381
D1	90351558	90391891	101	90371725	8	7	0.21875	0.6	7	15224.3	0.796533
D1	90377746	90421485	101	90399616	4	3	0.625	0.333333	3	812.247	2.91321
D1	90391891	90488314	101	90440103	2	2	1	0.5	2	933.899	2.07539
D1	90421485	90534664	101	90478075	6	6	0.222222	0.833333	6	11516.3	0.761482
D1	90488314	90639018	101	90563666.5	14	13	0.102041	0.75	0	0	0
D1	90534664	90715926	101	90625295.5	6	6	0.222222	0.833333	6	1632.1	0.748902
D1	90639018	90840221	101	90739620	6	5	0.333333	0.5	5	1876.55	1.64183
D1	90715926	90906355	101	90811141	14	13	0.102041	0.75	0	0	0
D1	90840221	90945020	101	90892621	4	4	0.375	0.75	4	2157.6	1.46939
D1	90945020	91056391	101	91000706	4	4	0.375	0.75	6	1.00249e+08	2.86958
D1	90990232	91110074	101	91050153.5	6	6	0.222222	0.833333	5	1.00249e+08	4.13705
D1	91056391	91168988	101	91112690	4	4	0.375	0.75	6	1.00249e+08	3.16329
D1	91168988	91344831	101	91256910	4	3	0.625	0.333333	4	1.00249e+08	6.64846
D1	91260295	91441285	101	91350790.5	4	3	0.625	0.333333	4	1.00249e+08	8.11461
D1	91344831	91510181	101	91427506.5	2	2	1	0.5	4	1.00249e+08	6.64751
D1	91441285	91651520	101	91546403	4	4	0.375	0.75	6	1.00249e+08	2.72582
D1	91510181	91731183	101	91620682.5	6	6	0.222222	0.833333	6	1.00249e+08	2.72601
D1	91651520	91800395	101	91725958	6	6	0.222222	0.833333	6	1.00249e+08	3.28773
D1	91731183	91853433	101	91792308.5	6	5	0.333333	0.5	6	1.00249e+08	3.32285
D1	91800395	91953144	101	91876770	4	4	0.375	0.75	6	1.00249e+08	2.57431
D1	92058793	92293636	101	92176215	8	7	0.21875	0.6	7	3770.67	0.720484
D1	92142429	92496258	101	92319344	16	14	0.109375	0.8	0	0	0
D1	92293636	92649922	101	92471779.5	16	14	0.109375	0.8	0	0	0
D1	92496258	92790631	101	92643445	14	11	0.173469	0.590909	0	0	0
D1	92649922	92870043	101	92759983	6	6	0.222222	0.833333	6	2852.3	0.748902
D1	92790631	92923370	101	92857001	10	10	0.12	0.9	0	0	0
D1	92870043	93129112	101	92999578	12	9	0.222222	0.55	9	13241.1	0.501474
D1	92923370	93279432	101	93101401.5	8	6	0.3125	0.357143	6	2852.3	1.4447
D1	93129112	93440456	101	93284784.5	6	6	0.222222	0.833333	6	3279.49	0.748902
D1	93279432	93573010	101	93426221.5	14	10	0.22449	0.264706	0	0	0
D1	93440456	93720248	101	93580352.5	12	9	0.222222	0.333333	9	7576.65	0.556885
D1	93573010	93847738	101	93710374.5	8	7	0.21875	0.6	9	1.00249e+08	1.11136
D1	93720248	93950890	101	93835569.5	4	4	0.375	0.75	7	1.00249e+08	2.38707
D1	93847738	94004538	101	93926138.5	6	6	0.222222	0.833333	7	1.00249e+08	2.38709
D1	93950890	94163948	101	94057419.5	8	7	0.21875	0.6	7	3279.49	0.720484
D1	94004538	94346965	101	94175752	12	11	0.125	0.714286	0	0	0
D1	94163948	94462617	101	94313283	14	9	0.285714	0.181818	9	3770.67	0.773748
D1	94346965	94673795	101	94510380.5	16	12	0.179688	0.305556	0	0	0
D1	94462617	94829291	101	94645954.5	16	12	0.179688	0.305556	0	0	0
D1	94673795	94940245	101	94807020.5	2	2	1	0.5	2	4335.41	2.07539
D1	94940245	95272622	101	95106434	8	7	0.21875	0.6	7	3770.67	0.720484
D1	95085106	95390190	101	95237648.5	20	16	0.125	0.529412	0	0	0
D1	95272622	95481956	101	95377289.5	16	13	0.140625	0.428571	0	0	0
D1	95390190	95568051	101	95479121	16	14	0.109375	0.8	0	0	0
D1	95481956	95638808	101	95560382.5	22	20	0.0702479	0.846154	0	0	0
D1	95568051	95679685	101	95623868.5	16	13	0.140625	0.625	0	0	0
D1	95638808	95758208	101	95698508.5	2	2	1	0.5	2	1876.55	2.07539
D1	95679685	95894290	101	95786988	2	2	1	0.5	2	2480.75	2.07539
D1	95758208	95984421	101	95871315	6	6	0.222222	0.833333	6	1.00249e+08	2.54147
D1	95894290	96111435	101	96002863	6	6	0.222222	0.833333	6	1.00249e+08	2.72569
D1	95984421	96182359	101	96083390.5	4	4	0.375	0.75	6	1.00249e+08	2.72547
D1	96111435	96314461	101	96212948.5	2	2	1	0.5	2	2852.3	2.07539
D1	96182359	96458702	101	96320531	8	8	0.15625	0.875	8	3279.49	0.265837
D1	96314461	96563756	101	96439109	16	15	0.0859375	0.777778	0	0	0
D1	96458702	96612355	101	96535529	22	19	0.0743802	0.857143	0	0	0
D1	96563756	96683965	101	96623861	18	17	0.0740741	0.8	0	0	0
D1	96612355	96778968	101	96695662	18	17	0.0740741	0.8	0	0	0
D1	96683965	96911379	101	96797672.5	12	10	0.166667	0.75	0	0	0
D1	96778968	96987063	101	96883016	8	8	0.15625	0.875	8	2480.75	0.265837
D1	96911379	97112780	101	97012080	14	11	0.173469	0.590909	0	0	0
D1	96987063	97251806	101	97119435	14	13	0.102041	0.75	0	0	0
D1	97112780	97364320	101	97238550.5	14	12	0.132653	0.777778	0	0	0
D1	97251806	97479926	101	97365866.5	22	15	0.194215	0.257576	0	0	0
D1	97364320	97688262	101	97526291.5	12	11	0.125	0.714286	0	0	0
D1	97479926	97860152	101	97670039.5	4	4	0.375	0.75	4	3770.67	1.46939
D1	97688262	98010090	101	97849176.5	2	2	1	0.5	4	1.00249e+08	4.00629
D1	97860152	98199265	101	98029709	4	4	0.375	0.75	7	1.00249e+08	1.5227
D1	98010090	98281282	101	98145686.5	8	7	0.21875	0.6	7	1.00249e+08	1.66831
D1	98199265	98367574	101	98283420	6	6	0.222222	0.833333	6	1.00249e+08	2.17357
D1	98281282	98463802	101	98372542.5	2	1	1	0	1	2480.75	4.40092
D1	98367574	98580623	101	98474099	2	1	1	0	1	1.00249e+08	11.1577
D1	98463802	98648453	101	98556128	2	1	1	0	1	1.00249e+08	11.1524
D1	98709337	98785955	101	98747646.5	2	2	1	0.5	2	1.00249e+08	6.79361
D1	99029720	99120725	101	99075223	2	2	1	0.5	2	1.00249e+08	8.27826
D1	99075277	99217968	101	99146623	2	2	1	0.5	2	1.00249e+08	8.27826
D1	99727325	99882359	101	99804842.5	2	2	1	0.5	2	1.00249e+08	8.28307
D1	99789491	99992760	101	99891126	2	2	1	0.5	2	1.00249e+08	10.934
D1	99882359	100029448	101	99955904	2	2	1	0.5	2	1.00249e+08	10.9465
D1	99992760	100072331	101	100032546	2	1	1	0	2	1.00249e+08	10.9464
D1	100029448	100197510	101	100113479.5	2	2	1	0.5	2	1.00249e+08	7.78738
D1	100072331	100346319	101	100209325.5	2	2	1	0.5	4	1.00249e+08	6.42074
D1	100197510	100485273	101	100341392	6	4	0.5	0.25	4	1.00249e+08	5.01854
D1	100346319	100624061	101	100485190.5	2	2	1	0.5	4	1.00249e+08	5.01586
D1	100485273	100766963	101	100626118.5	2	2	1	0.5	2	1.00249e+08	6.21475
D1	100862119	101213092	101	101037606	2	2	1	0.5	2	1.00249e+08	6.21456
D1	101034083	101342044	101	101188064	2	2	1	0.5	2	81260.3	2.27978
D1	101448671	101708473	101	101578572.5	8	8	0.15625	0.875	8	1.00249e+08	0.635243
D1	101874761	102006836	101	101940799	2	2	1	0.5	2	70675.2	2.23972
D1	102006836	102172486	101	102089661.5	2	2	1	0.5	2	23140.5	2.07664
D1	102104576	102511176	101	102307876.5	12	11	0.125	0.714286	0	0	0
D1	102172486	102545134	101	102358810.5	22	22	0.0495868	0.954545	0	0	0
D1	102511176	102630679	101	102570928	6	6	0.222222	0.833333	6	35172.9	0.865638
D1	102545134	102718020	101	102631577.5	6	6	0.222222	0.833333	6	53461.7	1.23564
D1	102630679	102742823	101	102686751.5	6	5	0.333333	0.5	5	1632.1	1.64183
D1	102718020	102781923	101	102749972	8	7	0.21875	0.6	7	1073.77	0.720484
D1	102742823	102836024	101	102789424	14	11	0.142857	0.8	0	0	0
D1	102781923	102904218	101	102843071	6	6	0.222222	0.833333	6	3279.49	0.748902
D1	102836024	102938227	101	102887126	6	6	0.222222	0.833333	6	1234.59	0.748902
D1	102904218	102956749	101	102930484	18	13	0.154321	0.71875	0	0	0
D1	102938227	102972497	101	102955362.5	16	14	0.109375	0.8	0	0	0
D1	102956749	103013392	101	102985071	16	12	0.125	0.833333	0	0	0
D1	102972497	103021466	101	102996982	18	7	0.469136	0.107143	6	351.574	3.12448
D1	103013392	103096990	101	103055191.5	20	14	0.135	0.75	0	0	0
D1	103021466	103121790	101	103071628.5	22	17	0.0950413	0.735294	0	0	0
D1	103096990	103209737	101	103153364	14	14	0.0816327	0.928571	0	0	0
D1	103121790	103253921	101	103187856	8	8	0.15625	0.875	8	933.899	0.265837
D1	103209737	103257644	101	103233691	12	12	0.0972222	0.916667	0	0	0
D1	103253921	103288903	101	103271412.5	14	11	0.173469	0.590909	0	0	0
D1	103257644	103307347	101	103282496	14	11	0.142857	0.8	0	0	0
D1	103288903	103360135	101	103324519.5	22	16	0.115702	0.763158	0	0	0
D1	103307347	103430713	101	103369030.5	18	16	0.0925926	0.625	0	0	0
D1	103360135	103705109	101	103532622.5	4	4	0.375	0.75	4	2157.6	1.46939
D1	103430713	103792701	101	103611707.5	6	6	0.222222	0.833333	6	40440.8	0.825966
D1	103705109	103832854	101	103768982	4	4	0.375	0.75	6	1.00249e+08	2.16133
D1	103832854	104118720	101	103975787.5	4	4	0.375	0.75	6	1.00249e+08	2.16141
D1	104082057	104163611	101	104122834.5	6	6	0.222222	0.833333	6	7576.65	0.749042
D1	104118720	104205603	101	104162162	8	7	0.21875	0.6	7	4335.41	0.720508
D1	104163611	104271955	101	104217783.5	14	14	0.0816327	0.928571	0	0	0
D1	104205603	104298838	101	104252221	12	10	0.166667	0.75	0	0	0
D1	104271955	104378739	101	104325347.5	10	5	0.52	0.21875	5	1073.77	3.47395
D1	104298838	104424026	101	104361432.5	6	6	0.222222	0.833333	6	30591.1	1.21603
D1	104424026	104500391	101	104462209	4	3	0.625	0.333333	3	30591.1	3.17332
D1	104466379	104546652	101	104506516	2	1	1	0	1	1234.59	4.40092
D1	104955184	105052306	101	105003745.5	20	11	0.21	0.537037	0	0	0
D1	105038055	105129574	101	105083815	2	2	1	0.5	2	2157.6	2.07539
D1	105129574	105184337	101	105156956	6	6	0.222222	0.833333	6	1234.59	0.748902
D1	105167677	105238305	101	105202991.5	22	19	0.0743802	0.857143	0	0	0
D1	105184337	105315146	101	105249742	8	8	0.15625	0.875	8	3279.49	0.265841
D1	105238305	105327273	101	105282789.5	8	8	0.15625	0.875	8	2852.3	0.265838
D1	105315146	105341007	101	105328077	20	18	0.08	0.833333	0	0	0
D1	105327273	105357744	101	105342509	20	12	0.2	0.357143	0	0	0
D1	105341007	105372307	101	105356657.5	18	8	0.345679	0.4375	7	404.23	1.28108
D1	105357744	105423569	101	105390657	6	4	0.5	0.25	4	933.899	2.87593
D1	105372307	105694009	101	105533158.5	2	2	1	0.5	4	1.00249e+08	5.41072
D1	105694009	105822870	101	105758440	4	4	0.375	0.75	4	2480.75	1.46939
D1	105779540	105925462	101	105852501.5	20	20	0.055	0.95	0	0	0
D1	105822870	106037931	101	105930401	14	14	0.0816327	0.928571	0	0	0
D1	105925462	106068276	101	105996869.5	6	6	0.222222	0.833333	6	1876.55	0.748902
D1	106037931	106102380	101	106070156	2	2	1	0.5	2	11516.3	2.07992
D1	106068276	106178648	101	106123462.5	2	2	1	0.5	5	1.00249e+08	4.00804
D1	106102380	106270632	101	106186506.5	4	3	0.625	0.333333	3	1.00249e+08	8.85909
D1	106178648	106425865	101	106302257	4	3	0.625	0.333333	3	1.00249e+08	7.34072
D1	106270632	106560965	101	106415799	2	2	1	0.5	4	1.00249e+08	4.59432
D1	106425865	106624281	101	106525073.5	4	4	0.375	0.75	6	1.00249e+08	3.22961
D1	106560965	106668277	101	106614621.5	8	7	0.21875	0.6	6	1.00249e+08	4.31349
D1	106624281	106738299	101	106681290.5	10	6	0.4	0.333333	6	1.00249e+08	4.49953
D1	106668277	106887660	101	106777969	6	5	0.333333	0.5	6	1.00249e+08	4.31399
D1	106738299	106929452	101	106833876	4	4	0.375	0.75	5	1.00249e+08	4.73978
D1	107104734	107180544	101	107142639.5	2	2	1	0.5	4	1.00249e+08	3.60269
D1	107763958	107972282	101	107868120.5	2	2	1	0.5	2	1.00249e+08	6.20897
D1	107880774	108071359	101	107976067	2	2	1	0.5	2	1.00249e+08	6.78859
D1	108427255	108632616	101	108529936	2	1	1	0	2	1.00249e+08	7.37023
D1	108545591	108745852	101	108645722	2	1	1	0	2	1.00249e+08	7.37923
D1	108632616	108894450	101	108763533.5	2	2	1	0.5	2	1.00249e+08	6.79482
D1	109012560	109241397	101	109126979	2	2	1	0.5	2	1.00249e+08	8.27265
D1	109094660	109322708	101	109208684.5	2	2	1	0.5	2	1.00249e+08	8.27264
D1	110010195	110156922	101	110083559	2	2	1	0.5	2	1.00249e+08	6.20509
D1	110193196	110268762	101	110230979.5	2	2	1	0.5	2	1.00249e+08	10.3691
D1	110217691	110300559	101	110259125.5	2	2	1	0.5	2	1.00249e+08	12.4421
D1	110268762	110348635	101	110308699	2	2	1	0.5	2	1.00249e+08	14.5146
D1	110300559	110416698	101	110358629	2	2	1	0.5	2	1.00249e+08	14.4949
D1	110348635	110454492	101	110401564	2	2	1	0.5	2	1.00249e+08	12.4222
D1	110416698	110484297	101	110450498	2	2	1	0.5	2	1.00249e+08	10.3487
D1	111398327	111678138	101	111538233	2	2	1	0.5	2	1.00249e+08	6.19571
D1	111870905	111985676	101	111928291	2	2	1	0.5	2	1.00249e+08	6.19683
D1	112890250	113032544	101	112961397.5	2	2	1	0.5	2	1.00249e+08	6.18653
D1	113784209	113920576	101	113852393	2	2	1	0.5	2	1.00249e+08	6.19867
D1	114240825	114348055	101	114294440.5	2	2	1	0.5	2	1.00249e+08	6.1512
D1	117458878	117594047	101	117526463	2	2	1	0.5	2	1.00249e+08	4.08494
D2	165279	438810	101	302045	12	12	0.0972222	0.916667	0	0	0
D2	349394	531688	101	440541.5	12	11	0.125	0.714286	0	0	0
D2	438810	643265	101	541038	6	3	0.722222	0.357143	3	11516.3	4.43327
D2	531688	710768	101	621228.5	6	3	0.722222	0.357143	3	26606.3	4.51837
D2	643265	842046	101	742656	14	9	0.234694	0.466667	9	1.00249e+08	1.45248
D2	710768	985319	101	848044	6	5	0.333333	0.5	5	2852.3	1.64183
D2	842046	1146586	101	994316.5	4	4	0.375	0.75	5	1.00249e+08	3.78686
D2	985319	1252881	101	1119100.5	4	4	0.375	0.75	4	3279.49	1.46939
D2	1146586	1347944	101	1247265.5	12	12	0.0972222	0.916667	0	0	0
D2	1252881	1419613	101	1336247.5	10	10	0.12	0.9	0	0	0
D2	1347944	1450806	101	1399375.5	18	12	0.191358	0.578947	0	0	0
D2	1419613	1496642	101	1458128	8	8	0.15625	0.875	8	5731.31	0.266079
D2	1450806	1537681	101	1494244	6	6	0.222222	0.833333	6	1073.77	0.748902
D2	1496642	1586558	101	1541600.5	6	6	0.222222	0.833333	6	1876.55	0.748902
D2	1537681	1651419	101	1594550.5	10	10	0.12	0.9	0	0	0
D2	1586558	1771749	101	1679154	2	2	1	0.5	2	2157.6	2.07539
D2	1651419	1854527	101	1752973.5	4	4	0.375	0.75	4	1876.55	1.46939
D2	1771749	1875493	101	1823621.5	10	10	0.12	0.9	0	0	0
D2	1854527	1940259	101	1897393.5	4	4	0.375	0.75	4	11516.3	1.50902
D2	1875493	1983317	101	1929405.5	2	2	1	0.5	2	933.899	2.07539
D2	1940259	2023299	101	1981779.5	4	4	0.375	0.75	4	30591.1	1.66052
D2	2105019	2337151	101	2221085.5	2	2	1	0.5	4	1.00249e+08	4.00647
D2	2230670	2427535	101	2329103	4	4	0.375	0.75	4	1.00249e+08	4.00699
D2	2489226	2634914	101	2562070.5	4	4	0.375	0.75	4	2157.6	1.46939
D2	2554812	2728684	101	2641748.5	12	12	0.0972222	0.916667	0	0	0
D2	2634914	2748844	101	2691879.5	10	9	0.16	0.666667	9	1419.5	0.340022
D2	2728684	2833098	101	2780891.5	6	6	0.222222	0.833333	6	15224.3	0.800691
D2	2748844	2877095	101	2812970	4	4	0.375	0.75	4	933.899	1.46939
D2	2833098	2932145	101	2882622	16	16	0.0703125	0.9375	0	0	0
D2	2877095	3008557	101	2942826.5	6	6	0.222222	0.833333	6	4335.41	0.748906
D2	2932145	3044150	101	2988148	4	4	0.375	0.75	4	1234.59	1.46939
D2	3008557	3062080	101	3035319	12	6	0.472222	0.181818	6	1073.77	2.66349
D2	3044150	3105081	101	3074616	18	17	0.0740741	0.8	0	0	0
D2	3062080	3138929	101	3100505	16	15	0.0859375	0.777778	0	0	0
D2	3105081	3182258	101	3143670	20	19	0.065	0.818182	0	0	0
D2	3138929	3243549	101	3191239.5	6	6	0.222222	0.833333	6	1234.59	0.748902
D2	3182258	3335136	101	3258697.5	6	6	0.222222	0.833333	6	13241.1	0.754175
D2	3243549	3389662	101	3316606	10	7	0.24	0.75	7	3770.67	0.918642
D2	3335136	3424357	101	3379747	10	9	0.16	0.666667	9	933.899	0.340022
D2	3389662	3433292	101	3411477.5	20	16	0.125	0.529412	0	0	0
D2	3424357	3450353	101	3437355.5	20	15	0.155	0.404762	0	0	0
D2	3433292	3489943	101	3461618	22	16	0.161157	0.333333	0	0	0
D2	3450353	3525812	101	3488083	22	17	0.132231	0.307692	0	0	0
D2	3489943	3565666	101	3527805	12	10	0.166667	0.75	0	0	0
D2	3525812	3628512	101	3577162.5	10	9	0.16	0.666667	9	1419.5	0.340022
D2	3565666	3696320	101	3630993.5	12	11	0.125	0.714286	0	0	0
D2	3628512	3777533	101	3703023	12	11	0.125	0.714286	0	0	0
D2	3696320	3825567	101	3760944	16	16	0.0703125	0.9375	0	0	0
D2	3777533	3884732	101	3831133	18	17	0.0740741	0.8	0	0	0
D2	3825567	3974159	101	3899863.5	8	8	0.15625	0.875	8	1876.55	0.265837
D2	3884732	4063571	101	3974152	10	10	0.12	0.9	0	0	0
D2	3974159	4123535	101	4048847.5	18	15	0.117284	0.466667	0	0	0
D2	4063571	4294243	101	4178907.5	12	11	0.125	0.714286	0	0	0
D2	4123535	4411213	101	4267374.5	8	8	0.15625	0.875	8	2480.75	0.265837
D2	4294243	4463801	101	4379022.5	8	8	0.15625	0.875	8	2157.6	0.265837
D2	4411213	4508348	101	4459781	16	12	0.179688	0.466667	0	0	0
D2	4463801	4601239	101	4532520.5	6	5	0.333333	0.5	5	2157.6	1.64183
D2	4601239	4800971	101	4701105.5	4	4	0.375	0.75	4	1876.55	1.46939
D2	4720932	4820158	101	4770545.5	18	11	0.234568	0.307692	0	0	0
D2	4800971	4859737	101	4830354.5	4	3	0.625	0.333333	3	933.899	2.91321
D2	4820158	4900830	101	4860494.5	4	4	0.375	0.75	4	1632.1	1.46939
D2	4859737	4928968	101	4894353	22	11	0.18595	0.583333	0	0	0
D2	4900830	4983170	101	4942000.5	2	2	1	0.5	2	4335.41	2.07589
D2	4928968	5020679	101	4974824	2	2	1	0.5	2	4335.41	2.07563
D2	4983170	5052672	101	5017921.5	10	9	0.16	0.666667	9	23140.5	0.494637
D2	5020679	5081530	101	5051105	14	9	0.285714	0.181818	9	13241.1	0.809268
D2	5052672	5107811	101	5080242	4	4	0.375	0.75	4	1234.59	1.46939
D2	5081530	5133223	101	5107377	4	4	0.375	0.75	4	614.419	1.46939
D2	5107811	5152657	101	5130234.5	14	11	0.142857	0.8	0	0	0
D2	5133223	5174419	101	5153821.5	20	14	0.19	0.307692	0	0	0
D2	5152657	5199019	101	5175838.5	20	15	0.155	0.404762	0	0	0
D2	5174419	5298720	101	5236570	6	6	0.222222	0.833333	6	1632.1	0.748902
D2	5298720	5425762	101	5362241.5	4	4	0.375	0.75	4	1632.1	1.46939
D2	5370576	5474310	101	5422443.5	8	8	0.15625	0.875	8	933.899	0.265837
D2	5425762	5485687	101	5455725	18	12	0.228395	0.183333	0	0	0
D2	5474310	5574207	101	5524259	18	13	0.185185	0.25	0	0	0
D2	5485687	5655306	101	5570497	8	8	0.15625	0.875	8	1419.5	0.265837
D2	5574207	5706844	101	5640526	6	6	0.222222	0.833333	6	1632.1	0.748902
D2	5655306	5734843	101	5695075	14	9	0.285714	0.181818	9	1.00249e+08	1.61087
D2	5706844	5784054	101	5745449.5	4	4	0.375	0.75	4	1419.5	1.46939
D2	5784054	5907299	101	5845677	2	2	1	0.5	2	1419.5	2.07539
D2	5852998	5948969	101	5900984	20	14	0.135	0.578947	0	0	0
D2	5907299	5983835	101	5945567.5	22	13	0.235537	0.319444	0	0	0
D2	5948969	6004685	101	5976827.5	10	6	0.4	0.333333	6	1632.1	1.96769
D2	5983835	6027293	101	6005564.5	10	5	0.42	0.384615	5	2157.6	3.15447
D2	6004685	6074836	101	6039761	18	11	0.234568	0.307692	0	0	0
D2	6027293	6115565	101	6071429.5	18	15	0.0987654	0.833333	0	0	0
D2	6074836	6162144	101	6118490.5	22	19	0.0867769	0.7	0	0	0
D2	6115565	6243598	101	6179582	22	19	0.0867769	0.529412	0	0	0
D2	6162144	6381255	101	6271700	16	13	0.140625	0.625	0	0	0
D2	6431324	6514279	101	6472802	12	8	0.291667	0.21875	8	1632.1	0.763774
D2	6472076	6592081	101	6532079	10	10	0.12	0.9	0	0	0
D2	6514279	6632445	101	6573362.5	6	6	0.222222	0.833333	6	1234.59	0.748902
D2	6592081	6730532	101	6661307	6	6	0.222222	0.833333	6	1876.55	0.748902
D2	6632445	6830507	101	6731476.5	10	10	0.12	0.9	0	0	0
D2	7216319	7409692	101	7313006	6	6	0.222222	0.833333	6	107424	0.985648
D2	7319967	7490320	101	7405144	2	2	1	0.5	2	2480.75	2.07539
D2	7409692	7670920	101	7540306.5	2	2	1	0.5	2	1876.55	2.07539
D2	7490320	7733325	101	7611823	12	12	0.0972222	0.916667	0	0	0
D2	7670920	7802501	101	7736711	4	4	0.375	0.75	4	1419.5	1.46939
D2	7733325	7835357	101	7784341.5	6	6	0.222222	0.833333	6	11516.3	0.760125
D2	7802501	7854388	101	7828445	6	6	0.222222	0.833333	6	933.899	0.748902
D2	7835357	7887028	101	7861193	12	12	0.0972222	0.916667	0	0	0
D2	7854388	7948997	101	7901693	6	6	0.222222	0.833333	6	1073.77	0.748902
D2	7887028	7992810	101	7939919.5	6	6	0.222222	0.833333	6	6589.7	0.750231
D2	7948997	8063113	101	8006055.5	18	18	0.0617284	0.944444	0	0	0
